concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
44957436,Betaxolol 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,00025510130,20070601,20110101,D
44855379,Ciprofloxacin 500 MG Oral Tablet [Cipro],Drug,NDC,11-digit NDC,,00026051351,20090701,20130101,D
44872316,Ciprofloxacin 750 MG Oral Tablet [Cipro],Drug,NDC,11-digit NDC,,00026051448,20090701,20110201,D
44838196,miglitol 100 MG Oral Tablet,Drug,NDC,11-digit NDC,,00026287348,20070601,20110101,D
44872325,miglitol 100 MG Oral Tablet,Drug,NDC,11-digit NDC,,00026287354,20070601,20110101,D
45110874,Cerivastatin sodium 0.2 MG Oral Tablet [Baycol],Drug,NDC,11-digit NDC,,00026288386,20070601,20110101,D
45144658,Cerivastatin sodium 0.3 MG Oral Tablet [Baycol],Drug,NDC,11-digit NDC,,00026288451,20070601,20110101,D
45230426,Cerivastatin sodium 0.4 MG Oral Tablet [Baycol],Drug,NDC,11-digit NDC,,00026288551,20070601,20110201,D
45076910,Cerivastatin sodium 0.4 MG Oral Tablet [Baycol],Drug,NDC,11-digit NDC,,00026288586,20070601,20110201,D
45213187,Clotrimazole 10 MG/ML Topical Solution,Drug,NDC,11-digit NDC,,00026309212,20070601,20110101,D
44838201,"antihemophilic factor, human recombinant 1 UNT Injection [Kogenate]",Drug,NDC,11-digit NDC,,00026478601,20151201,20991231,
45349764,Ciprofloxacin 250 MG Oral Tablet [Cipro],Drug,NDC,11-digit NDC,,00026851248,20070601,20130101,D
45042742,Ciprofloxacin 2 MG/ML Injectable Solution [Cipro I.V.],Drug,NDC,11-digit NDC,,00026852736,20080601,20130101,D
45281608,Ciprofloxacin 2 MG/ML Injectable Solution [Cipro I.V.],Drug,NDC,11-digit NDC,,00026852763,20080601,20110201,D
45161813,Nifedipine 60 MG 24 Hour Extended Release Tablet [Adalat],Drug,NDC,11-digit NDC,,00026885154,20070601,20130101,D
45042745,Nifedipine 90 MG 24 Hour Extended Release Tablet [Adalat],Drug,NDC,11-digit NDC,,00026886148,20070601,20130101,D
45059852,Imipramine pamoate 75 MG Oral Capsule,Drug,NDC,11-digit NDC,,00028002010,20090401,20110101,D
45008472,Imipramine pamoate 75 MG Oral Capsule,Drug,NDC,11-digit NDC,,00028002039,20090401,20110101,D
44923732,Baclofen 10 MG Oral Tablet [Lioresal],Drug,NDC,11-digit NDC,,00028002361,20070601,20121201,D
45178806,Carbamazepine 200 MG Oral Tablet,Drug,NDC,11-digit NDC,,00028002765,20070601,20110101,D
45281612,Metoprolol Tartrate 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,00028005173,20091101,20110101,D
45366733,Theophylline 300 MG Extended Release Tablet,Drug,NDC,11-digit NDC,,00028005701,20070601,20110101,D
44991378,Theophylline 300 MG Extended Release Tablet,Drug,NDC,11-digit NDC,,00028005773,20070601,20110101,D
44957449,Metoprolol Tartrate 100 MG Oral Tablet [Lopressor],Drug,NDC,11-digit NDC,,00028007114,20091101,20130101,D
45281614,Metoprolol Tartrate 100 MG Oral Tablet [Lopressor],Drug,NDC,11-digit NDC,,00028007161,20091101,20130101,D
44838213,Hydrochlorothiazide 50 MG / Metoprolol Tartrate 100 MG Oral Tablet [Lopressor HCT 100/50],Drug,NDC,11-digit NDC,,00028007301,20091101,20130101,D
45144674,Hydrochlorothiazide 50 MG / Metoprolol Tartrate 100 MG Oral Tablet [Lopressor HCT 100/50],Drug,NDC,11-digit NDC,,00028007339,20091101,20130101,D
45008475,Terbutaline Sulfate 5 MG Oral Tablet [Brethine],Drug,NDC,11-digit NDC,,00028010561,20090801,20110101,D
45315759,Potassium Chloride 8 MEQ Extended Release Tablet [Slow-K],Drug,NDC,11-digit NDC,,00028016540,20070601,20121201,D
44940739,Potassium Chloride 8 MEQ Extended Release Tablet [Slow-K],Drug,NDC,11-digit NDC,,00028016565,20070601,20120601,D
45093841,Metoprolol Tartrate 50 MG Oral Tablet,Drug,NDC,11-digit NDC,,00028137100,20091101,20120601,D
44940741,mupirocin 20 MG/ML Topical Cream [Bactroban],Drug,NDC,11-digit NDC,,00029152722,20070601,20220201,D
45144677,rosiglitazone 4 MG Oral Tablet [Avandia],Drug,NDC,11-digit NDC,,00029315918,20070601,20130101,D
45076923,rosiglitazone 8 MG Oral Tablet [Avandia],Drug,NDC,11-digit NDC,,00029316059,20070601,20130201,D
44940744,rosiglitazone 2 MG Oral Tablet [Avandia],Drug,NDC,11-digit NDC,,00029335818,20070601,20110101,D
45332682,Trimethobenzamide hydrochloride 100 MG Oral Capsule [Tigan],Drug,NDC,11-digit NDC,,00029408230,20091001,20110101,D
44838225,Amoxicillin 875 MG Oral Tablet [Amoxil],Drug,NDC,11-digit NDC,,00029604761,20070601,20110501,D
45230451,Amoxicillin 80 MG/ML Oral Suspension [Amoxil],Drug,NDC,11-digit NDC,,00029604954,20070601,20110201,D
44838226,Amoxicillin 200 MG / clavulanate potassium 28.5 MG Chewable Tablet [Augmentin 200-mg Chewable],Drug,NDC,11-digit NDC,,00029607112,20081201,20110201,D
45042760,Amoxicillin 50 MG/ML Oral Suspension,Drug,NDC,11-digit NDC,,00029668421,20070601,20110101,D
45042762,calcium polycarbophil 625 MG Chewable Tablet [Mitrolan],Drug,NDC,11-digit NDC,,00031153557,20070601,20110101,D
45230457,brompheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,Drug,NDC,11-digit NDC,,00031223413,20150301,20991231,
44906828,Acetaminophen 500 MG / Brompheniramine 2 MG / Phenylpropanolamine 12.5 MG Oral Tablet [Dimetapp Cold and Flu],Drug,NDC,11-digit NDC,,00031227854,20070601,20110101,D
44838235,Acetaminophen 500 MG / Brompheniramine 2 MG / Phenylpropanolamine 12.5 MG Oral Tablet [Dimetapp Cold and Flu],Drug,NDC,11-digit NDC,,00031228059,20070601,20110101,D
45298800,Potassium Chloride 10 MEQ Extended Release Capsule [Micro-K],Drug,NDC,11-digit NDC,,00031573064,20070601,20110101,D
44923751,Potassium Chloride 20 MEQ Granules [Micro-K LS],Drug,NDC,11-digit NDC,,00031576063,20090201,20110101,D
45195947,Methocarbamol 100 MG/ML Injectable Solution [Robaxin],Drug,NDC,11-digit NDC,,00031740987,20070601,20110101,D
45230461,Glycopyrrolate 1 MG Oral Tablet [Robinul],Drug,NDC,11-digit NDC,,00031782463,20070601,20110101,D
45178828,Menthol 7.4 MG Lozenge [Robitussin Cough Drop],Drug,NDC,11-digit NDC,,00031862652,20070601,20130901,D
45366757,dextromethorphan hydrobromide 15 MG Oral Capsule,Drug,NDC,11-digit NDC,,00031868720,20200701,20220701,D
44872369,"Estrogens, Esterified (USP) 0.625 MG Oral Tablet [Estratab]",Drug,NDC,11-digit NDC,,00032102201,20070601,20110101,D
45127685,"Estrogens, Esterified (USP) 0.625 MG / Methyltestosterone 1.25 MG Oral Tablet [Estratest H.S.]",Drug,NDC,11-digit NDC,,00032102352,20070601,20121201,D
44855415,Chlorpheniramine 4 MG / Phenylpropanolamine 50 MG / Pseudoephedrine 10 MG / Pyrilamine 25 MG Oral Tablet [Histalet Forte],Drug,NDC,11-digit NDC,,00032103907,20090201,20110101,D
45264641,amylase 120000 UNT / lipase 24000 UNT / protease 76000 UNT Delayed Release Oral Capsule [Creon],Drug,NDC,11-digit NDC,,00032122407,20091001,20991231,
44923762,Dexamethasone 4 MG Oral Tablet [Dexone],Drug,NDC,11-digit NDC,,00032322001,20070601,20110101,D
45332710,Fluvoxamine Maleate 100 MG Oral Tablet [Luvox],Drug,NDC,11-digit NDC,,00032421001,20100401,20110201,D
45127688,Lithium Carbonate 300 MG Extended Release Tablet [Lithobid],Drug,NDC,11-digit NDC,,00032449201,20070601,20140101,D
44991407,Lithium Carbonate 300 MG Oral Capsule [Lithonate],Drug,NDC,11-digit NDC,,00032751210,20070601,20110101,D
45230472,Lithium Carbonate 300 MG Oral Capsule [Lithonate],Drug,NDC,11-digit NDC,,00032751211,20070601,20110101,D
45042778,Nicardipine hydrochloride 20 MG Oral Capsule [Cardene],Drug,NDC,11-digit NDC,,00033243753,20091001,20110101,D
45144713,12 HR Nicardipine hydrochloride 30 MG Extended Release Capsule [Cardene],Drug,NDC,11-digit NDC,,00033244060,20091001,20110101,D
45366768,Ketorolac Tromethamine 15 MG/ML Injectable Solution [Toradol],Drug,NDC,11-digit NDC,,00033244350,20091001,20110101,D
44991412,fluocinolone 0.00025 MG/MG Topical Ointment,Drug,NDC,11-digit NDC,,00033250423,20070601,20110101,D
44974512,Fluocinonide 0.0005 MG/MG Topical Gel [Lidex],Drug,NDC,11-digit NDC,,00033250717,20070601,20110101,D
45127693,200 ACTUAT flunisolide 0.029 MG/ACTUAT Nasal Inhaler,Drug,NDC,11-digit NDC,,00033290671,20090201,20110101,D
44974516,Morphine Sulfate 200 MG Extended Release Tablet [MS Contin],Drug,NDC,11-digit NDC,,00034051325,20100201,20121201,D
45127694,Morphine Sulfate 15 MG Extended Release Tablet [MS Contin],Drug,NDC,11-digit NDC,,00034051425,20100201,20130101,D
45178845,Morphine Sulfate 15 MG Oral Tablet [MSIR],Drug,NDC,11-digit NDC,,00034051810,20100201,20130901,D
45025743,Morphine Sulfate 15 MG Oral Tablet [MSIR],Drug,NDC,11-digit NDC,,00034051815,20100201,20110101,D
45298826,"Docusate Sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet [SENOKOT-S]",Drug,NDC,11-digit NDC,,00034121091,20120401,20130901,D
44991422,Povidone-Iodine 50 MG/ML Mouthwash [Betadine mouthwash+gargle],Drug,NDC,11-digit NDC,,00034233060,20111001,20130901,D
45059891,quinidine polygalacturonate 275 MG Oral Tablet [Cardioquin],Drug,NDC,11-digit NDC,,00034547090,20090701,20110101,D
45349808,Theophylline 200 MG Extended Release Tablet,Drug,NDC,11-digit NDC,,00034700210,20070601,20110101,D
45349809,Theophylline 400 MG 24 Hour Extended Release Tablet [Uniphyl],Drug,NDC,11-digit NDC,,00034700470,20120701,20130101,D
44957480,Methyclothiazide 5 MG Oral Tablet [Aquatensen],Drug,NDC,11-digit NDC,,00037015399,20070601,20130901,D
44940781,200 ACTUAT Azelastine hydrochloride 0.137 MG/ACTUAT Nasal Inhaler [Astelin],Drug,NDC,11-digit NDC,,00037024105,20091001,20141101,D
45349811,200 ACTUAT Azelastine hydrochloride 0.137 MG/ACTUAT Nasal Inhaler [Astelin],Drug,NDC,11-digit NDC,,00037024110,20091001,20110101,D
45195967,Azelastine hydrochloride 0.137 MG/ACTUAT Metered Dose Nasal Spray [Astepro],Drug,NDC,11-digit NDC,,00037024230,20181101,20181201,D
44974524,felbamate 600 MG Oral Tablet [Felbatol],Drug,NDC,11-digit NDC,,00037043101,20070601,20991231,
45332724,felbamate 600 MG Oral Tablet [Felbatol],Drug,NDC,11-digit NDC,,00037043111,20070601,20110201,D
45127698,Dyphylline 6.67 MG/ML Oral Solution [Lufyllin],Drug,NDC,11-digit NDC,,00037051569,20080301,20110201,D
44889615,Dyphylline 6.67 MG/ML Oral Solution,Drug,NDC,11-digit NDC,,00037051574,20080301,20110101,D
45178847,carbetapentane 60 MG / Chlorpheniramine 5 MG Oral Tablet [Tussi-12],Drug,NDC,11-digit NDC,,00037068102,20070601,20121201,D
44855441,Dyphylline 400 MG Oral Tablet,Drug,NDC,11-digit NDC,,00037073185,20070601,20110101,D
45195973,Guaifenesin 20 MG/ML / Phenylephrine 1 MG/ML / Pyrilamine 6 MG/ML Oral Suspension [Ryna-12X],Drug,NDC,11-digit NDC,,00037180904,20070601,20110201,D
45213251,Amitriptyline Hydrochloride 10 MG Oral Tablet [Elavil],Drug,NDC,11-digit NDC,,00038004034,20090801,20110101,D
45110930,Amitriptyline Hydrochloride 150 MG Oral Tablet [Elavil],Drug,NDC,11-digit NDC,,00038004710,20090801,20110101,D
45247428,Amitriptyline Hydrochloride 10 MG/ML Injectable Solution [Elavil],Drug,NDC,11-digit NDC,,00038004910,20090801,20110101,D
45264663,Lisinopril 20 MG Oral Tablet [Zestril],Drug,NDC,11-digit NDC,,00038013239,20070601,20110101,D
45230501,Lisinopril 40 MG Oral Tablet [Zestril],Drug,NDC,11-digit NDC,,00038013410,20070601,20110101,D
44906851,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Zestoretic 20/12.5],Drug,NDC,11-digit NDC,,00038014210,20081201,20110101,D
44855450,Simethicone 40 MG Chewable Tablet,Drug,NDC,11-digit NDC,,00038045010,20070601,20110101,D
45008527,Simethicone 40 MG Chewable Tablet,Drug,NDC,11-digit NDC,,00038045039,20070601,20110101,D
45076957,Simethicone 66.7 MG/ML Oral Suspension,Drug,NDC,11-digit NDC,,00038063003,20070601,20110101,D
45161869,Simethicone 80 MG Chewable Tablet,Drug,NDC,11-digit NDC,,00038085839,20070601,20110101,D
45247431,ciclopirox 7.7 MG/ML Topical Cream [Loprox],Drug,NDC,11-digit NDC,,00039000990,20090201,20110101,D
44855454,Cefotaxime 1000 MG Injection [Claforan],Drug,NDC,11-digit NDC,,00039001801,20150801,20180301,D
44906855,cefotaxime 2000 MG Injection [Claforan],Drug,NDC,11-digit NDC,,00039001901,20150801,20991231,
44923780,Cefotaxime 1000 MG Injection [Claforan],Drug,NDC,11-digit NDC,,00039002349,20150801,20190601,D
45178866,Glyburide 5 MG Oral Tablet [Diabeta],Drug,NDC,11-digit NDC,,00039005270,20070601,20180501,D
45161876,Furosemide 10 MG/ML Injectable Solution [Lasix],Drug,NDC,11-digit NDC,,00039006108,20070601,20110101,D
45366792,Furosemide 10 MG/ML Injectable Solution [Lasix],Drug,NDC,11-digit NDC,,00039006408,20070601,20110101,D
45349834,Furosemide 20 MG Oral Tablet [Lasix],Drug,NDC,11-digit NDC,,00039006701,20080101,20101101,D
45264669,Ramipril 1.25 MG Extended Release Capsule [Altace],Drug,NDC,11-digit NDC,,00039010311,20090501,20130101,D
45144742,Ramipril 2.5 MG Oral Capsule [Altace],Drug,NDC,11-digit NDC,,00039010407,20070601,20130101,D
45161879,Ramipril 5 MG Oral Capsule [Altace],Drug,NDC,11-digit NDC,,00039010511,20070601,20110101,D
45144743,Clindamycin 10 MG/ML Topical Solution [C/T/S],Drug,NDC,11-digit NDC,,00039011530,20070601,20110101,D
45110940,ciclopirox 7.7 MG/ML Topical Lotion [Loprox],Drug,NDC,11-digit NDC,,00039019106,20070601,20110101,D
45178872,glimepiride 4 MG Oral Tablet [Amaryl],Drug,NDC,11-digit NDC,,00039022301,20070601,20101101,D
45315818,Hydrofluoric Acid 5 MG/ML / Sodium Fluoride 22 MG/ML Oral Foam [Oral-B Minute-Foam],Drug,NDC,11-digit NDC,,00041034706,20090301,20200101,D
44906858,Phenolphthalein 90 MG Oral Tablet [Ex-Lax Chocolate],Drug,NDC,11-digit NDC,,00043000172,20090601,20110101,D
45110944,Sennosides 15 MG Chewable Tablet [Ex-Lax Chocolated],Drug,NDC,11-digit NDC,,00043000518,20070601,20110101,D
45332738,Simethicone 80 MG Chewable Tablet [Gas-X],Drug,NDC,11-digit NDC,,00043001336,20070601,20190401,D
45161882,simethicone 80 MG Chewable Tablet [Gas-X],Drug,NDC,11-digit NDC,,00043001612,20070601,20991231,
45076967,simethicone 80 MG Chewable Tablet [Gas-X],Drug,NDC,11-digit NDC,,00043001636,20070601,20991231,
45110946,Simethicone 125 MG Chewable Tablet [Gas-X Extra Strength],Drug,NDC,11-digit NDC,,00043001748,20070601,20110101,D
45315820,Acetaminophen 650 MG / Chlorpheniramine 4 MG / Phenylpropanolamine 25 MG Oral Tablet [Triaminicin],Drug,NDC,11-digit NDC,,00043007448,20070601,20110101,D
45110950,Simethicone 125 MG Chewable Tablet [Gas-X Extra Strength],Drug,NDC,11-digit NDC,,00043012948,20070601,20110101,D
45195993,simethicone 125 MG Oral Capsule [Gas-X],Drug,NDC,11-digit NDC,,00043013410,20070601,20991231,
44991445,Simethicone 125 MG Oral Capsule [Gas-X Extra Strength],Drug,NDC,11-digit NDC,,00043013430,20070601,20160101,D
44855461,Simethicone 125 MG Oral Capsule [Gas-X Extra Strength],Drug,NDC,11-digit NDC,,00043013450,20070601,20160101,D
45195994,Tretinoin 0.25 MG/ML Topical Cream,Drug,NDC,11-digit NDC,,00043015745,20070601,20110201,D
45076968,Dextromethorphan Hydrobromide 7.5 MG Chewable Tablet [Triaminic Softchew],Drug,NDC,11-digit NDC,,00043020418,20070601,20160101,D
45076969,Chlorpheniramine 0.4 MG/ML / Dextromethorphan 2 MG/ML / Phenylpropanolamine 2.5 MG/ML Oral Solution [Triaminicol Multi Symptom Cough and Cold],Drug,NDC,11-digit NDC,,00043055404,20100901,20130701,D
45213264,Chlorpheniramine 0.2 MG/ML / Pseudoephedrine 3 MG/ML Oral Solution [Triaminic Cold and Allergy],Drug,NDC,11-digit NDC,,00043056604,20080301,20140501,D
45144754,Nortriptyline 2 MG/ML Oral Solution [Pamelor],Drug,NDC,11-digit NDC,,00043623916,20070601,20120601,D
45178882,Simethicone 40 MG Oral Strip [Gas-X],Drug,NDC,11-digit NDC,,00043624516,20080101,20160101,D
45298860,Guaifenesin 600 MG / Pseudoephedrine 120 MG 12 hour Extended Release Tablet [Ru Tuss DE],Drug,NDC,11-digit NDC,,00044009001,20070601,20110201,D
44991452,Allopurinol 100 MG Oral Tablet,Drug,NDC,11-digit NDC,,00044040510,20070601,20110101,D
44855473,Acetaminophen 750 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Vicodin 7.5/750],Drug,NDC,11-digit NDC,,00044072891,20090801,20130101,D
45332744,Hydromorphone Hydrochloride 2 MG/ML Injectable Solution [Dilaudid],Drug,NDC,11-digit NDC,,00044101201,20100301,20130101,D
45366806,Hydromorphone Hydrochloride 4 MG/ML Injectable Solution [Dilaudid],Drug,NDC,11-digit NDC,,00044101400,20100301,20121201,D
45110963,Hydromorphone Hydrochloride 4 MG/ML Injectable Solution [Dilaudid],Drug,NDC,11-digit NDC,,00044101401,20100301,20130101,D
44991455,Hydromorphone Hydrochloride 4 MG Oral Tablet [Dilaudid],Drug,NDC,11-digit NDC,,00044102403,20100301,20130101,D
45264686,Hydromorphone Hydrochloride 8 MG Oral Tablet [Dilaudid],Drug,NDC,11-digit NDC,,00044102802,20100301,20130101,D
45178888,Hydromorphone Hydrochloride 1 MG/ML Oral Solution [Dilaudid],Drug,NDC,11-digit NDC,,00044108501,20100301,20130101,D
44974549,Dextrothyroxine 2 MG Oral Tablet [Choloxin],Drug,NDC,11-digit NDC,,00044125003,20070601,20110101,D
45247442,Dextrothyroxine 4 MG Oral Tablet [Choloxin],Drug,NDC,11-digit NDC,,00044127003,20070601,20110101,D
45281689,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,Drug,NDC,11-digit NDC,,00044181505,20100301,20110101,D
45264687,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,Drug,NDC,11-digit NDC,,00044181511,20100301,20110101,D
45144761,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,Drug,NDC,11-digit NDC,,00044181521,20100301,20110101,D
45144762,Verapamil hydrochloride 2.5 MG/ML Injectable Solution,Drug,NDC,11-digit NDC,,00044181525,20100301,20110101,D
45230528,Verapamil hydrochloride 2.5 MG/ML Injectable Solution [Isoptin],Drug,NDC,11-digit NDC,,00044181641,20100301,20110101,D
45195999,Verapamil hydrochloride 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,00044182104,20100301,20110101,D
45042813,Verapamil hydrochloride 80 MG Oral Tablet [Isoptin],Drug,NDC,11-digit NDC,,00044182296,20100601,20110601,D
44855475,Verapamil hydrochloride 120 MG Oral Tablet [Isoptin],Drug,NDC,11-digit NDC,,00044182304,20100301,20121201,D
45008553,Verapamil hydrochloride 180 MG Extended Release Tablet [Isoptin],Drug,NDC,11-digit NDC,,00044182591,20100301,20130101,D
45093897,Verapamil hydrochloride 240 MG Extended Release Tablet [Isoptin],Drug,NDC,11-digit NDC,,00044182603,20100301,20130101,D
45008555,Promethazine Hydrochloride 50 MG/ML Injectable Solution,Drug,NDC,11-digit NDC,,00044431502,20100601,20110101,D
45332747,Ephedrine 24 MG / Phenobarbital 24 MG / Potassium Iodide 320 MG / Theophylline 130 MG Oral Tablet,Drug,NDC,11-digit NDC,,00044452004,20070601,20110101,D
44991460,Levofloxacin 25 MG/ML Injectable Solution [Levaquin],Drug,NDC,11-digit NDC,,00045006555,20100201,20121201,D
44889647,Acetaminophen 100 MG/ML Oral Suspension [Tylenol],Drug,NDC,11-digit NDC,,00045012215,20090201,20160801,D
45349848,Acetaminophen 32 MG/ML Oral Suspension [Childrens Tylenol],Drug,NDC,11-digit NDC,,00045012303,20090101,20110101,D
45230533,acetaminophen 32 MG/ML Oral Suspension [Tylenol],Drug,NDC,11-digit NDC,,00045012304,20090101,20991231,
45298864,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG Oral Tablet [Tylenol PM],Drug,NDC,11-digit NDC,,00045017610,20110901,20200901,D
45144770,Acetaminophen 32 MG/ML Oral Solution [Childrens Tylenol],Drug,NDC,11-digit NDC,,00045018702,20090101,20110101,D
45025790,Haloperidol 1 MG Oral Tablet,Drug,NDC,11-digit NDC,,00045024180,20070601,20110101,D
45196012,Haloperidol 2 MG Oral Tablet,Drug,NDC,11-digit NDC,,00045024277,20070601,20110101,D
45076983,Haloperidol 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,00045024610,20070601,20110101,D
45332755,Haloperidol 10 MG Oral Tablet,Drug,NDC,11-digit NDC,,00045024680,20070601,20110101,D
45008563,Haloperidol 20 MG Oral Tablet,Drug,NDC,11-digit NDC,,00045024847,20070601,20110101,D
45161899,Haloperidol 2 MG/ML Oral Solution,Drug,NDC,11-digit NDC,,00045025008,20070601,20110101,D
44923803,Acetaminophen 650 MG Extended Release Tablet [Tylenol],Drug,NDC,11-digit NDC,,00045029240,20100801,20110501,D
45264697,Loperamide Hydrochloride 2 MG Oral Tablet [Imodium],Drug,NDC,11-digit NDC,,00045029518,20100601,20110101,D
44906876,Tolmetin 400 MG Oral Capsule,Drug,NDC,11-digit NDC,,00045041455,20070601,20110101,D
44838295,Acetaminophen 80 MG Chewable Tablet [Childrens Tylenol],Drug,NDC,11-digit NDC,,00045043030,20080101,20110101,D
45042833,Ibuprofen 200 MG Oral Tablet [Motrin],Drug,NDC,11-digit NDC,,00045046303,20070601,20180701,D
45093916,Acetaminophen 500 MG Oral Tablet [Tylenol],Drug,NDC,11-digit NDC,,00045046855,20070601,20110101,D
45332766,Acetaminophen 650 MG Extended Release Tablet [Tylenol],Drug,NDC,11-digit NDC,,00045047810,20070601,20110101,D
44889663,Acetaminophen 500 MG / Diphenhydramine 25 MG Oral Tablet [Tylenol Extra Strength P.M.],Drug,NDC,11-digit NDC,,00045048216,20070601,20110101,D
45042835,Acetaminophen 80 MG Chewable Tablet [Childrens Tylenol],Drug,NDC,11-digit NDC,,00045048548,20080101,20110101,D
45042837,Aspirin 500 MG Oral Tablet [Arthritis Foundation Aspirin],Drug,NDC,11-digit NDC,,00045049250,20070601,20110101,D
45042839,Acetaminophen 325 MG Oral Tablet [Tylenol],Drug,NDC,11-digit NDC,,00045049650,20070601,20110101,D
45161914,Acetaminophen 325 MG Oral Tablet,Drug,NDC,11-digit NDC,,00045049671,20070601,20110101,D
45247464,Acetaminophen 325 MG Oral Tablet [Tylenol],Drug,NDC,11-digit NDC,,00045050130,20070601,20110101,D
45161917,Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet [Tylenol with Codeine #3],Drug,NDC,11-digit NDC,,00045051372,20100701,20110101,D
44906883,Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet [Tylenol with Codeine #3],Drug,NDC,11-digit NDC,,00045051380,20100701,20121201,D
45230558,Ibuprofen 20 MG/ML Oral Suspension [Motrin],Drug,NDC,11-digit NDC,,00045060404,20081001,20190301,D
45127766,topiramate 25 MG Oral Tablet [Topamax],Drug,NDC,11-digit NDC,,00045063965,20070601,20121201,D
45349865,topiramate 200 MG Oral Tablet [Topamax],Drug,NDC,11-digit NDC,,00045064265,20070601,20121201,D
45110982,Acetaminophen 325 MG / Tramadol Hydrochloride 37.5 MG Oral Tablet [Ultracet],Drug,NDC,11-digit NDC,,00045065010,20090401,20121201,D
45161918,Acetaminophen 325 MG / Tramadol Hydrochloride 37.5 MG Oral Tablet [Ultracet],Drug,NDC,11-digit NDC,,00045065020,20090401,20121201,D
45196021,Tramadol Hydrochloride 50 MG Oral Tablet [Ultram],Drug,NDC,11-digit NDC,,00045065960,20090401,20121201,D
45196022,Bepridil 300 MG Oral Tablet [Vascor],Drug,NDC,11-digit NDC,,00045068333,20070601,20110201,D
45008575,Bepridil 400 MG Oral Tablet [Vascor],Drug,NDC,11-digit NDC,,00045068430,20070601,20110101,D
44838310,Acetaminophen 33.3 MG/ML / Dextromethorphan 1 MG/ML / Doxylamine 0.417 MG/ML / Pseudoephedrine 2 MG/ML Oral Solution [Tylenol Flu NightTime],Drug,NDC,11-digit NDC,,00045083008,20070601,20110101,D
45230560,8 HR Acetaminophen 650 MG Extended Release Oral Tablet [Tylenol],Drug,NDC,11-digit NDC,,00045083825,20140501,20180701,D
45281704,Acetaminophen 500 MG / Dextromethorphan 15 MG / Pseudoephedrine 30 MG Oral Tablet [Tylenol Flu Maximum Strength],Drug,NDC,11-digit NDC,,00045084120,20070601,20110101,D
44872451,ibuprofen 200 MG Oral Tablet [Motrin],Drug,NDC,11-digit NDC,,00045346303,20070601,20991231,
45196025,ibuprofen 200 MG Oral Tablet [Motrin],Drug,NDC,11-digit NDC,,00045348103,20070601,20991231,
45042848,Ibuprofen 200 MG / Pseudoephedrine 30 MG Oral Tablet [Motrin IB Sinus],Drug,NDC,11-digit NDC,,00045373807,20070601,20110101,D
45008582,Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,Drug,NDC,11-digit NDC,,00046025081,20100701,20110101,D
45127770,Propranolol Hydrochloride 20 MG Oral Tablet,Drug,NDC,11-digit NDC,,00046042260,20090801,20110101,D
45144791,Propranolol Hydrochloride 20 MG Oral Tablet,Drug,NDC,11-digit NDC,,00046042261,20090801,20110101,D
44855505,Propranolol Hydrochloride 20 MG Oral Tablet [Inderal],Drug,NDC,11-digit NDC,,00046042281,20090801,20110201,D
44906892,Propranolol Hydrochloride 40 MG Oral Tablet,Drug,NDC,11-digit NDC,,00046042498,20090801,20110101,D
45178917,Propranolol Hydrochloride 80 MG Oral Tablet [Inderal],Drug,NDC,11-digit NDC,,00046042891,20090801,20110101,D
44906894,Primidone 250 MG Oral Tablet [Mysoline],Drug,NDC,11-digit NDC,,00046043099,20070601,20110101,D
44855506,24 HR Hydrochlorothiazide 50 MG / Propranolol Hydrochloride 80 MG Extended Release Capsule [Inderide 80/50],Drug,NDC,11-digit NDC,,00046045581,20090801,20110201,D
44906896,24 HR Propranolol Hydrochloride 80 MG Extended Release Capsule,Drug,NDC,11-digit NDC,,00046047128,20090801,20110101,D
45230567,Hydroflumethiazide 50 MG Oral Tablet [Diucardin],Drug,NDC,11-digit NDC,,00046070281,20070601,20110101,D
45281714,24 HR venlafaxine 37.5 MG Extended Release Capsule [Effexor],Drug,NDC,11-digit NDC,,00046083703,20090701,20130101,D
45213301,"Estrogens, Conjugated (USP) 2.5 MG Oral Tablet [Premarin]",Drug,NDC,11-digit NDC,,00046086581,20070601,20110201,D
44872459,"Estrogens, Conjugated (USP) 0.625 MG / Methyltestosterone 5 MG Oral Tablet [Premarin with Methyltestosterone]",Drug,NDC,11-digit NDC,,00046087881,20070601,20110101,D
